security_key,canonical_company_name,ticker_segment_count,latest_project_ticker,ticker_history_pipe,multiple_ticker_segments_flag,security_table_ticker,exact_legal_name_alias,suffix_stripped_alias_candidate,suffix_stripped_diff_flag,base_token_count,base_alias_length,exact_alias_security_count,duplicate_exact_alias_flag,ticker_like_exact_name_flag,structural_ambiguity_tier,current_name_point_in_time_validated,production_alias_status,production_aliases_pipe,historical_name_review_flag,review_priority,review_reason
HFC,HollyFrontier,1,HFC,HFC[?→OPEN],0,,hollyfrontier,hollyfrontier,0,1,13,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,hollyfrontier,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
HOLX,Hologic,1,HOLX,HOLX[?→OPEN],0,,hologic,hologic,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,hologic,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
HPQ,HP INC,1,HPQ,HPQ[?→OPEN],0,,hp inc,hp,1,1,2,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,hp inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
HUBB,Hubbell,1,HUBB,HUBB[?→OPEN],0,,hubbell,hubbell,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,hubbell,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
HUM,HUMANA INC,1,HUM,HUM[?→OPEN],0,,humana inc,humana,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,humana inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
IEX,IDEX CORP,1,IEX,IEX[?→OPEN],0,,idex corp,idex,1,1,4,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,idex corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
ILMN,Illumina,1,ILMN,ILMN[?→OPEN],0,,illumina,illumina,0,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,illumina,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
INCY,INCYTE CORP,1,INCY,INCY[?→OPEN],0,,incyte corp,incyte,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,incyte corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
INTC,INTEL CORP,1,INTC,INTC[?→OPEN],0,,intel corp,intel,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,intel corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
INTU,INTUIT INC,1,INTU,INTU[?→OPEN],0,,intuit inc,intuit,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,intuit inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
IQV,IQVIA HOLDINGS INC,1,IQV,IQV[?→OPEN],0,,iqvia holdings inc,iqvia,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,iqvia holdings inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
IT,GARTNER INC,1,IT,IT[?→OPEN],0,,gartner inc,gartner,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,gartner inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
IVZ,INVESCO LTD,1,IVZ,IVZ[?→OPEN],0,,invesco ltd,invesco,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,invesco ltd,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
JBL,Jabil,1,JBL,JBL[?→OPEN],0,,jabil,jabil,0,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,jabil,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
K,Kellanova,1,K,K[?→OPEN],0,,kellanova,kellanova,0,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,kellanova,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KEY,KEYCORP,1,KEY,KEY[?→OPEN],0,,keycorp,keycorp,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,keycorp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KKR,KKR & Co,1,KKR,KKR[?→OPEN],0,,kkr and co,kkr and,1,2,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,kkr and co,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KLAC,KLA CORP,1,KLAC,KLAC[?→OPEN],0,,kla corp,kla,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,kla corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KMX,CarMax,1,KMX,KMX[?→OPEN],0,,carmax,carmax,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,carmax,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KR,KROGER CO,1,KR,KR[?→OPEN],0,,kroger co,kroger,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,kroger co,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
KVUE,Kenvue,1,KVUE,KVUE[?→OPEN],0,,kenvue,kenvue,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,kenvue,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
L,LOEWS CORP,1,L,L[?→OPEN],0,,loews corp,loews,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,loews corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
LDOS,LEIDOS HOLDINGS INC,1,LDOS,LDOS[?→OPEN],0,,leidos holdings inc,leidos,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,leidos holdings inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
LH,LABCORP HOLDINGS INC,1,LH,LH[?→OPEN],0,,labcorp holdings inc,labcorp,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,labcorp holdings inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
LIN,LINDE PLC,1,LIN,LIN[?→OPEN],0,,linde plc,linde,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,linde plc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
LKQ,LKQ,1,LKQ,LKQ[?→OPEN],0,,lkq,lkq,0,1,3,1,0,1,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,lkq,1,1,PIT company-name history not yet validated; exact legal/current name is ticker-like and requires issuer-name confirmation; structurally ambiguous/short base name
MAS,MASCO CORP,1,MAS,MAS[?→OPEN],0,,masco corp,masco,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,masco corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MBC,MasterBrand,1,MBC,MBC[?→OPEN],0,,masterbrand,masterbrand,0,1,11,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,masterbrand,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MCK,MCKESSON CORP,1,MCK,MCK[?→OPEN],0,,mckesson corp,mckesson,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,mckesson corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MCO,MOODY S CORP,1,MCO,MCO[?→OPEN],0,,moody s corp,moody s,1,2,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,moody s corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MDT,MEDTRONIC PLC,1,MDT,MDT[?→OPEN],0,,medtronic plc,medtronic,1,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,medtronic plc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MET,METLIFE INC,1,MET,MET[?→OPEN],0,,metlife inc,metlife,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,metlife inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MKTX,MarketAxess Holdings,1,MKTX,MKTX[?→OPEN],0,,marketaxess holdings,marketaxess,1,1,11,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,marketaxess holdings,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MMM,3M CO,1,MMM,MMM[?→OPEN],0,,3m co,3m,1,1,2,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,3m co,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MRK,MERCK + CO. INC.,1,MRK,MRK[?→OPEN],0,,merck co inc,merck,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,merck co inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MRNA,Moderna,1,MRNA,MRNA[?→OPEN],0,,moderna,moderna,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,moderna,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MSCI,MSCI INC,1,MSCI,MSCI[?→OPEN],0,,msci inc,msci,1,1,4,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,msci inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MSFT,MICROSOFT CORP,1,MSFT,MSFT[?→OPEN],0,,microsoft corp,microsoft,1,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,microsoft corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
MTB,M + T BANK CORP,1,MTB,MTB[?→OPEN],0,,m t bank corp,m t bank,1,3,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,m t bank corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NDAQ,NASDAQ INC,1,NDAQ,NDAQ[?→OPEN],0,,nasdaq inc,nasdaq,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nasdaq inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NDSN,Nordson,1,NDSN,NDSN[?→OPEN],0,,nordson,nordson,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nordson,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NEM,NEWMONT CORP,1,NEM,NEM[?→OPEN],0,,newmont corp,newmont,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,newmont corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NFLX,NETFLIX INC,1,NFLX,NFLX[?→OPEN],0,,netflix inc,netflix,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,netflix inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NI,NISOURCE INC,1,NI,NI[?→OPEN],0,,nisource inc,nisource,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nisource inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NLSN,Nielsen Holdings,1,NLSN,NLSN[?→OPEN],0,,nielsen holdings,nielsen,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nielsen holdings,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NOV,NOV,1,NOV,NOV[?→OPEN],0,,nov,nov,0,1,3,1,0,1,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nov,1,1,PIT company-name history not yet validated; exact legal/current name is ticker-like and requires issuer-name confirmation; structurally ambiguous/short base name
NOW,SERVICENOW INC,1,NOW,NOW[?→OPEN],0,,servicenow inc,servicenow,1,1,10,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,servicenow inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NTAP,NETAPP INC,1,NTAP,NTAP[?→OPEN],0,,netapp inc,netapp,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,netapp inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NUE,NUCOR CORP,1,NUE,NUE[?→OPEN],0,,nucor corp,nucor,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nucor corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NVDA,NVIDIA CORP,1,NVDA,NVDA[?→OPEN],0,,nvidia corp,nvidia,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nvidia corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
NVR,NVR INC,1,NVR,NVR[?→OPEN],0,,nvr inc,nvr,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,nvr inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
OGN,Organon,1,OGN,OGN[?→OPEN],0,,organon,organon,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,organon,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
OKE,ONEOK INC,1,OKE,OKE[?→OPEN],0,,oneok inc,oneok,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,oneok inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
ORCL,ORACLE CORP,1,ORCL,ORCL[?→OPEN],0,,oracle corp,oracle,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,oracle corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PAYX,PAYCHEX INC,1,PAYX,PAYX[?→OPEN],0,,paychex inc,paychex,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,paychex inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PCAR,PACCAR INC,1,PCAR,PCAR[?→OPEN],0,,paccar inc,paccar,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,paccar inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PCG,PG&E,1,PCG,PCG[?→OPEN],0,,pg and e,pg and e,0,3,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pg and e,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PEP,PEPSICO INC,1,PEP,PEP[?→OPEN],0,,pepsico inc,pepsico,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pepsico inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PFE,PFIZER INC,1,PFE,PFE[?→OPEN],0,,pfizer inc,pfizer,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pfizer inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PGR,PROGRESSIVE CORP,1,PGR,PGR[?→OPEN],0,,progressive corp,progressive,1,1,11,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,progressive corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PHIN,PHINIA,1,PHIN,PHIN[?→OPEN],0,,phinia,phinia,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,phinia,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PHM,PULTEGROUP INC,1,PHM,PHM[?→OPEN],0,,pultegroup inc,pultegroup,1,1,10,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pultegroup inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PLD,PROLOGIS INC,1,PLD,PLD[?→OPEN],0,,prologis inc,prologis,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,prologis inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PNR,PENTAIR PLC,1,PNR,PNR[?→OPEN],0,,pentair plc,pentair,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pentair plc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PODD,Insulet,1,PODD,PODD[?→OPEN],0,,insulet,insulet,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,insulet,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
POOL,Pool Corp,1,POOL,POOL[?→OPEN],0,,pool corp,pool,1,1,4,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pool corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PPL,PPL CORP,1,PPL,PPL[?→OPEN],0,,ppl corp,ppl,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,ppl corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PRGO,Perrigo Company,1,PRGO,PRGO[?→OPEN],0,,perrigo company,perrigo,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,perrigo company,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
PTC,PTC,1,PTC,PTC[?→OPEN],0,,ptc,ptc,0,1,3,1,0,1,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,ptc,1,1,PIT company-name history not yet validated; exact legal/current name is ticker-like and requires issuer-name confirmation; structurally ambiguous/short base name
PVH,PVH,1,PVH,PVH[?→OPEN],0,,pvh,pvh,0,1,3,1,0,1,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,pvh,1,1,PIT company-name history not yet validated; exact legal/current name is ticker-like and requires issuer-name confirmation; structurally ambiguous/short base name
PYPL,PAYPAL HOLDINGS INC,1,PYPL,PYPL[?→OPEN],0,,paypal holdings inc,paypal,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,paypal holdings inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
QCOM,QUALCOMM INC,1,QCOM,QCOM[?→OPEN],0,,qualcomm inc,qualcomm,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,qualcomm inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
QRVO,Qorvo,1,QRVO,QRVO[?→OPEN],0,,qorvo,qorvo,0,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,qorvo,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
RMD,RESMED INC,1,RMD,RMD[?→OPEN],0,,resmed inc,resmed,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,resmed inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
ROL,ROLLINS INC,1,ROL,ROL[?→OPEN],0,,rollins inc,rollins,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,rollins inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
RTX,RTX CORP,1,RTX,RTX[?→OPEN],0,,rtx corp,rtx,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,rtx corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
RVTY,REVVITY INC,1,RVTY,RVTY[?→OPEN],0,,revvity inc,revvity,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,revvity inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SBUX,STARBUCKS CORP,1,SBUX,SBUX[?→OPEN],0,,starbucks corp,starbucks,1,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,starbucks corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SLB,SLB LTD,1,SLB,SLB[?→OPEN],0,,slb ltd,slb,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,slb ltd,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SNA,SNAP ON INC,1,SNA,SNA[?→OPEN],0,,snap on inc,snap on,1,2,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,snap on inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SNDK,Sandisk,1,SNDK,SNDK[?→OPEN],0,,sandisk,sandisk,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,sandisk,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SNPS,SYNOPSYS INC,1,SNPS,SNPS[?→OPEN],0,,synopsys inc,synopsys,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,synopsys inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SOLV,Solventum,1,SOLV,SOLV[?→OPEN],0,,solventum,solventum,0,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,solventum,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SRE,SEMPRA,1,SRE,SRE[?→OPEN],0,,sempra,sempra,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,sempra,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
STE,STERIS PLC,1,STE,STE[?→OPEN],0,,steris plc,steris,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,steris plc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SYK,STRYKER CORP,1,SYK,SYK[?→OPEN],0,,stryker corp,stryker,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,stryker corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
SYY,SYSCO CORP,1,SYY,SYY[?→OPEN],0,,sysco corp,sysco,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,sysco corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
T,AT+T INC,1,T,T[?→OPEN],0,,at t inc,at t,1,2,4,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,at t inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TER,TERADYNE INC,1,TER,TER[?→OPEN],0,,teradyne inc,teradyne,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,teradyne inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TFX,Teleflex,1,TFX,TFX[?→OPEN],0,,teleflex,teleflex,0,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,teleflex,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TGT,TARGET CORP,1,TGT,TGT[?→OPEN],0,,target corp,target,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,target corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TPR,TAPESTRY INC,1,TPR,TPR[?→OPEN],0,,tapestry inc,tapestry,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,tapestry inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TRMB,Trimble,1,TRMB,TRMB[?→OPEN],0,,trimble,trimble,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,trimble,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TSLA,TESLA INC,1,TSLA,TSLA[?→OPEN],0,,tesla inc,tesla,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,tesla inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
