security_key,latest_project_ticker,canonical_company_name,structural_ambiguity_tier,stage3b2_original_status,stage3b2_original_review_flag,stage3b2_nport_unique_name_count,stage3b2_nport_raw_names_pipe,stage3b2_candidate_sec_cik,later_resolution_evidence_layers_pipe,final_name_resolution_status,final_name_resolution_layer,original_review_reason,original_review_priority,closure_research_priority,closure_research_question
PRGO,PRGO,Perrigo Company,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001585364,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
PVH,PVH,PVH,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000078239,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
PXD,PXD,Pioneer Natural Resources,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
QRVO,QRVO,Qorvo,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001604778,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
RHI,RHI,Robert Half,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000315213,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SBNY,SBNY,Signature Bank,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SEDG,SEDG,SolarEdge Technologies,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001419612,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SEE,SEE,Sealed Air,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SIVB,SIVB,SVB Financial Group,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000719739,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SLG,SLG,SL Green Realty,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001040971,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
SOLS,SOLS,Solstice Advance Materials,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0002064953,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
TFX,TFX,Teleflex,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000096943,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
TIF,TIF,Tiffany & Co,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000098246,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
TWTR,TWTR,Twitter,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
UA,UA,Under Armour Class C,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001336917,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
UAA,UAA,Under Armour Class A,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001336917,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
UNM,UNM,Unum Group,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000005513,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
VAR,VAR,Varian Medical Systems,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
VFC,VFC,V.F.,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000103379,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
VNO,VNO,Vornado Realty Trust,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000899689,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
VNT,VNT,Vontier,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001786842,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
WBA,WBA,Walgreens Boots Alliance,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
WHR,WHR,Whirlpool,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000106640,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
WU,WU,The Western Union,LOW,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001365135,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
XLNX,XLNX,Xilinx,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
XRAY,XRAY,Dentsply Sirona,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0000818479,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
XRX,XRX,Xerox Holdings,HIGH,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,0001770450,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
ZION,ZION,Zions Bancorporation,MEDIUM,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,0,,,,UNRESOLVED_CARRY_FORWARD_GAP,NONE,REVIEW_NO_MAPPED_SEC_NPORT_NAME,1,1,"This identity was flagged in Stage 3B2 but was not carried into a later resolution layer. Resolve whether the 2021-2025 public-company name state is stable, changed, unavailable from NPORT, or requires additional authoritative evidence before PIT attention aliases."
