security_key,alias_interval_count,unique_production_alias_count,first_alias_date,last_alias_end_exclusive,ambiguity_tier,bare_ticker_alias_rows
SBAC,1,1,2021-01-01,2026-01-01,MEDIUM,0
SBNY,1,1,2021-12-20,2023-03-15,MEDIUM,0
SBUX,1,1,2021-01-01,2026-01-01,HIGH,0
SCHW,1,1,2021-01-01,2026-01-01,MEDIUM,0
SEDG,1,1,2021-12-20,2023-12-18,MEDIUM,0
SEE,1,1,2021-01-01,2023-12-18,MEDIUM,0
SHW,1,1,2021-01-01,2026-01-01,LOW,0
SIVB,1,1,2021-01-01,2023-03-15,LOW,0
SJM,1,1,2021-01-01,2026-01-01,LOW,0
SLB,2,2,2021-01-01,2026-01-01,HIGH,0
SLG,1,1,2021-01-01,2021-03-22,LOW,0
SMCI,1,1,2024-03-18,2026-01-01,LOW,0
SNA,1,1,2021-01-01,2026-01-01,HIGH,0
SNDK,1,1,2025-11-28,2026-01-01,HIGH,0
SNPS,1,1,2021-01-01,2026-01-01,HIGH,0
SO,1,1,2021-01-01,2026-01-01,LOW,0
SOLS,1,1,2025-10-30,2025-12-22,LOW,0
SOLV,1,1,2024-04-01,2026-01-01,HIGH,0
SPG,1,1,2021-01-01,2026-01-01,LOW,0
SPGI,1,1,2021-01-01,2026-01-01,LOW,0
SRE,2,2,2021-01-01,2026-01-01,HIGH,0
STE,1,1,2021-01-01,2026-01-01,HIGH,0
STLD,1,1,2022-12-22,2026-01-01,MEDIUM,0
STT,1,1,2021-01-01,2026-01-01,MEDIUM,0
STX,1,1,2021-01-01,2026-01-01,MEDIUM,0
STZ,1,1,2021-01-01,2026-01-01,LOW,0
SW,1,1,2021-01-01,2026-01-01,MEDIUM,0
SWK,1,1,2021-01-01,2026-01-01,LOW,0
SWKS,1,1,2021-01-01,2026-01-01,MEDIUM,0
SYF,1,1,2021-01-01,2026-01-01,MEDIUM,0
SYK,1,1,2021-01-01,2026-01-01,HIGH,0
SYY,1,1,2021-01-01,2026-01-01,HIGH,0
T,1,1,2021-01-01,2026-01-01,HIGH,0
TAP,1,1,2021-01-01,2026-01-01,LOW,0
TDG,1,1,2021-01-01,2026-01-01,MEDIUM,0
TDY,1,1,2021-01-01,2026-01-01,MEDIUM,0
TECH,1,1,2021-08-30,2026-01-01,MEDIUM,0
TEL,1,1,2021-01-01,2026-01-01,MEDIUM,0
TER,1,1,2021-01-01,2026-01-01,HIGH,0
TFC,1,1,2021-01-01,2026-01-01,MEDIUM,0
TFX,1,1,2021-01-01,2025-03-24,HIGH,0
TGT,1,1,2021-01-01,2026-01-01,HIGH,0
TIF,1,1,2021-01-01,2021-01-07,MEDIUM,0
TJX,1,1,2021-01-01,2026-01-01,MEDIUM,0
TKO,1,1,2025-03-24,2026-01-01,MEDIUM,0
TMO,1,1,2021-01-01,2026-01-01,LOW,0
TMUS,1,1,2021-01-01,2026-01-01,LOW,0
TPL,1,1,2024-11-26,2026-01-01,LOW,0
TPR,1,1,2021-01-01,2026-01-01,HIGH,0
TRGP,1,1,2022-10-12,2026-01-01,MEDIUM,0
TRMB,1,1,2021-01-21,2026-01-01,HIGH,0
TROW,1,1,2021-01-01,2026-01-01,LOW,0
TRV,1,1,2021-01-01,2026-01-01,LOW,0
TSCO,1,1,2021-01-01,2026-01-01,MEDIUM,0
TSLA,1,1,2021-01-01,2026-01-01,HIGH,0
TSN,1,1,2021-01-01,2026-01-01,LOW,0
TT,1,1,2021-01-01,2026-01-01,MEDIUM,0
TTD,1,1,2025-07-18,2026-01-01,LOW,0
TTWO,1,1,2021-01-01,2026-01-01,LOW,0
TWTR,1,1,2021-01-01,2022-11-01,HIGH,0
TXN,1,1,2021-01-01,2026-01-01,MEDIUM,0
TXT,1,1,2021-01-01,2026-01-01,HIGH,0
TYL,1,1,2021-01-01,2026-01-01,MEDIUM,0
UA,1,1,2021-01-01,2022-06-21,LOW,0
UAA,1,1,2021-01-01,2022-06-21,LOW,0
UAL,1,1,2021-01-01,2026-01-01,MEDIUM,0
UBER,1,1,2023-12-18,2026-01-01,MEDIUM,0
UDR,1,1,2021-01-01,2026-01-01,HIGH,0
UHS,1,1,2021-01-01,2026-01-01,LOW,0
ULTA,1,1,2021-01-01,2026-01-01,MEDIUM,0
UNH,1,1,2021-01-01,2026-01-01,MEDIUM,0
UNM,1,1,2021-01-01,2021-09-20,MEDIUM,0
UNP,1,1,2021-01-01,2026-01-01,MEDIUM,0
UPS,1,1,2021-01-01,2026-01-01,LOW,0
URI,1,1,2021-01-01,2026-01-01,MEDIUM,0
USB,1,1,2021-01-01,2026-01-01,MEDIUM,0
V,1,1,2021-01-01,2026-01-01,LOW,0
VAR,1,1,2021-01-01,2021-04-20,LOW,0
VFC,1,1,2021-01-01,2024-04-03,HIGH,0
VICI,1,1,2022-06-08,2026-01-01,MEDIUM,0
VLO,1,1,2021-01-01,2026-01-01,MEDIUM,0
VLTO,1,1,2023-10-02,2026-01-01,HIGH,0
VMC,1,1,2021-01-01,2026-01-01,MEDIUM,0
VNO,1,1,2021-01-01,2023-01-05,LOW,0
VNT,1,1,2021-01-01,2021-03-22,HIGH,0
VRSK,1,1,2021-01-01,2026-01-01,MEDIUM,0
VRSN,1,1,2021-01-01,2026-01-01,HIGH,0
VRTX,1,1,2021-01-01,2026-01-01,MEDIUM,0
VST,1,1,2024-05-08,2026-01-01,HIGH,0
VTR,1,1,2021-01-01,2026-01-01,HIGH,0
VTRS,1,1,2021-01-01,2026-01-01,HIGH,0
VZ,1,1,2021-01-01,2026-01-01,MEDIUM,0
WAB,1,1,2021-01-01,2026-01-01,HIGH,0
WAT,1,1,2021-01-01,2026-01-01,HIGH,0
WBA,1,1,2021-01-01,2025-08-28,LOW,0
WBD,1,1,2022-04-11,2026-01-01,LOW,0
WDAY,1,1,2024-12-23,2026-01-01,HIGH,0
WDC,1,1,2021-01-01,2026-01-01,MEDIUM,0
WEC,1,1,2021-01-01,2026-01-01,LOW,0
WELL,1,1,2021-01-01,2026-01-01,HIGH,0
WFC,1,1,2021-01-01,2026-01-01,MEDIUM,0
WHR,1,1,2021-01-01,2024-03-18,HIGH,0
WM,1,1,2021-01-01,2026-01-01,MEDIUM,0
WMB,1,1,2021-01-01,2026-01-01,MEDIUM,0
WMT,1,1,2021-01-01,2026-01-01,HIGH,0
WRB,1,1,2021-01-01,2026-01-01,MEDIUM,0
WSM,1,1,2025-03-24,2026-01-01,MEDIUM,0
WST,1,1,2021-01-01,2026-01-01,LOW,0
WTW,1,1,2021-01-01,2026-01-01,LOW,0
WU,1,1,2021-01-01,2021-12-20,LOW,0
WY,1,1,2021-01-01,2026-01-01,HIGH,0
WYNN,1,1,2021-01-01,2026-01-01,MEDIUM,0
XEL,1,1,2021-01-01,2026-01-01,MEDIUM,0
XLNX,1,1,2021-01-01,2022-02-15,HIGH,0
XOM,1,1,2021-01-01,2026-01-01,HIGH,0
XRAY,1,1,2021-01-01,2024-04-03,MEDIUM,0
XRX,1,1,2021-01-01,2021-03-22,HIGH,0
XYL,1,1,2021-01-01,2026-01-01,HIGH,0
XYZ,1,1,2025-07-23,2026-01-01,HIGH,0
YUM,1,1,2021-01-01,2026-01-01,MEDIUM,0
ZBH,1,1,2021-01-01,2026-01-01,MEDIUM,0
ZBRA,1,1,2021-01-01,2026-01-01,LOW,0
ZION,1,1,2021-01-01,2024-03-18,MEDIUM,0
ZTS,1,1,2021-01-01,2026-01-01,HIGH,0
