security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
SBUX,0000829224,STAGE3B2_CANDIDATE_CIK,SBUX,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Starbucks Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,starbucks corp,starbucks,starbucks corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SCHW,0000316709,STAGE3G_SAMPLE_CIK,SCHW,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,The Charles Schwab Corporation,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,charles schwab corporation,charles schwab,charles schwab,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SEDG,0001419612,STAGE3I_RESOLVED_CIK,SEDG,MEDIUM,0,2021-12-20,2023-12-18,2021-12-20,2023-12-18,SolarEdge Technologies,STAGE3I_MEMBERSHIP_NAME,STABLE,solaredge technologies,solaredge technologies,solaredge technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SEE,0000088204,STAGE3I_RESOLVED_CIK,SEE,MEDIUM,0,2021-01-01,2023-12-18,2021-01-01,2023-12-18,Sealed Air,STAGE3I_MEMBERSHIP_NAME,STABLE,sealed air,sealed air,sealed air,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SHW,0000089800,STAGE3B2_CANDIDATE_CIK,SHW,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Sherwin-Williams Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,sherwin williams co,sherwin williams,sherwin williams,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SIVB,0000719739,STAGE3I_RESOLVED_CIK,SIVB,LOW,0,2021-01-01,2023-03-15,2021-01-01,2023-03-15,SVB Financial Group,STAGE3I_MEMBERSHIP_NAME,STABLE,svb financial group,svb financial group,svb financial group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SJM,0000091419,STAGE3B2_CANDIDATE_CIK,SJM,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,J M Smucker Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,j m smucker co,j m smucker,j m smucker,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SLB,0000087347,STAGE3B2_CANDIDATE_CIK,SLB,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2025-10-07,SCHLUMBERGER NV,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,schlumberger nv,schlumberger,schlumberger nv,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SLB,0000087347,STAGE3B2_CANDIDATE_CIK,SLB,HIGH,0,2021-01-01,2026-01-01,2025-10-07,2026-01-01,SLB,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,POST_TRANSITION,slb,slb,slb ltd,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,INDEPENDENT_SOURCE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SLG,0001040971,STAGE3I_RESOLVED_CIK,SLG,LOW,0,2021-01-01,2021-03-22,2021-01-01,2021-03-22,SL Green Realty,STAGE3I_MEMBERSHIP_NAME,STABLE,sl green realty,sl green realty,sl green realty,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SMCI,0001375365,STAGE3B2_CANDIDATE_CIK,SMCI,LOW,0,2024-03-18,2026-01-01,2024-03-18,2026-01-01,Super Micro Computer Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,super micro computer inc,super micro computer,super micro computer,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SNA,0000091440,STAGE3B2_CANDIDATE_CIK,SNA,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Snap-on Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,snap on inc,snap on,snap on inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SNDK,0002023554,STAGE3G_SAMPLE_CIK,SNDK,HIGH,0,2025-11-28,2026-01-01,2025-11-28,2026-01-01,Sandisk Corporation,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,sandisk corporation,sandisk,sandisk corporation,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SNPS,0000883241,STAGE3B2_CANDIDATE_CIK,SNPS,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Synopsys Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,synopsys inc,synopsys,synopsys inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SO,0000092122,STAGE3B2_CANDIDATE_CIK,SO,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Southern Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,southern co,southern,southern,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SOLS,0002064953,STAGE3I_RESOLVED_CIK,SOLS,LOW,0,2025-10-30,2025-12-22,2025-10-30,2025-12-22,Solstice Advance Materials,STAGE3I_MEMBERSHIP_NAME,STABLE,solstice advance materials,solstice advance materials,solstice advance materials,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SOLV,0001964738,STAGE3G_SAMPLE_CIK,SOLV,HIGH,0,2024-04-01,2026-01-01,2024-04-01,2026-01-01,Solventum Corporation,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,solventum corporation,solventum,solventum corporation,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SPG,0001063761,STAGE3B2_CANDIDATE_CIK,SPG,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Simon Property Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,simon property group inc,simon property group,simon property group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SPGI,0000064040,STAGE3B2_CANDIDATE_CIK,SPGI,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,S&P Global Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,s and p global inc,s and p global,s and p global,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SRE,0001032208,STAGE3B2_CANDIDATE_CIK,SRE,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2023-05-12,SEMPRA ENERGY,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,sempra energy,sempra energy,sempra energy,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SRE,0001032208,STAGE3B2_CANDIDATE_CIK,SRE,HIGH,0,2021-01-01,2026-01-01,2023-05-12,2026-01-01,SEMPRA,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,POST_TRANSITION,sempra,sempra,sempra,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
STE,0001757898,STAGE3B2_CANDIDATE_CIK,STE,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,STERIS PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,steris plc,steris,steris plc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
STLD,0001022671,STAGE3B2_CANDIDATE_CIK,STLD,MEDIUM,0,2022-12-22,2026-01-01,2022-12-22,2026-01-01,Steel Dynamics Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,steel dynamics inc,steel dynamics,steel dynamics,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
STT,0000093751,STAGE3B2_CANDIDATE_CIK,STT,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,State Street Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,state street corp,state street,state street,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
STX,0001137789,STAGE3G_SAMPLE_CIK,STX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Seagate Technology Holdings plc,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,seagate technology holdings plc,seagate technology holdings,seagate technology holdings,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
STZ,0000016918,STAGE3B2_CANDIDATE_CIK,STZ,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Constellation Brands Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,constellation brands inc,constellation brands,constellation brands,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SW,0002005951,STAGE3B2_CANDIDATE_CIK,SW,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Smurfit WestRock PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,smurfit westrock plc,smurfit westrock,smurfit westrock,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SWK,0000093556,STAGE3B2_CANDIDATE_CIK,SWK,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Stanley Black & Decker Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,stanley black and decker inc,stanley black and decker,stanley black and decker,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SWKS,0000004127,STAGE3B2_CANDIDATE_CIK,SWKS,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Skyworks Solutions Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,skyworks solutions inc,skyworks solutions,skyworks solutions,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SYF,0001601712,STAGE3B2_CANDIDATE_CIK,SYF,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Synchrony Financial,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,synchrony financial,synchrony financial,synchrony financial,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SYK,0000310764,STAGE3B2_CANDIDATE_CIK,SYK,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Stryker Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,stryker corp,stryker,stryker corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
SYY,0000096021,STAGE3B2_CANDIDATE_CIK,SYY,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Sysco Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,sysco corp,sysco,sysco corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
T,0000732717,STAGE3B2_CANDIDATE_CIK,T,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,AT&T Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,at and t inc,at and t,at and t inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TAP,0000024545,STAGE3B2_CANDIDATE_CIK,TAP,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Molson Coors Beverage Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,molson coors beverage co,molson coors beverage,molson coors beverage,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TDG,0001260221,STAGE3B2_CANDIDATE_CIK,TDG,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,TransDigm Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,transdigm group inc,transdigm group,transdigm group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TDY,0001094285,STAGE3B2_CANDIDATE_CIK,TDY,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Teledyne Technologies Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,teledyne technologies inc,teledyne technologies,teledyne technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TECH,0000842023,STAGE3B2_CANDIDATE_CIK,TECH,MEDIUM,0,2021-08-30,2026-01-01,2021-08-30,2026-01-01,Bio-Techne Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,bio techne corp,bio techne,bio techne,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TEL,0001385157,STAGE3B2_CANDIDATE_CIK,TEL,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,TE Connectivity PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,te connectivity plc,te connectivity,te connectivity,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TER,0000097210,STAGE3B2_CANDIDATE_CIK,TER,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Teradyne Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,teradyne inc,teradyne,teradyne inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TFC,0000092230,STAGE3B2_CANDIDATE_CIK,TFC,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Truist Financial Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,truist financial corp,truist financial,truist financial,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TFX,0000096943,STAGE3I_RESOLVED_CIK,TFX,HIGH,0,2021-01-01,2025-03-24,2021-01-01,2025-03-24,Teleflex,STAGE3I_MEMBERSHIP_NAME,STABLE,teleflex,teleflex,teleflex,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TGT,0000027419,STAGE3B2_CANDIDATE_CIK,TGT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Target Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,target corp,target,target corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TIF,0000098246,STAGE3I_RESOLVED_CIK,TIF,MEDIUM,0,2021-01-01,2021-01-07,2021-01-01,2021-01-07,Tiffany & Co,STAGE3I_MEMBERSHIP_NAME,STABLE,tiffany and co,tiffany and,tiffany and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TJX,0000109198,STAGE3G_SAMPLE_CIK,TJX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"The TJX Companies, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,tjx companies inc,tjx companies,tjx companies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TKO,0001973266,STAGE3G_SAMPLE_CIK,TKO,MEDIUM,0,2025-03-24,2026-01-01,2025-03-24,2026-01-01,"TKO Group Holdings, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,tko group holdings inc,tko group holdings,tko group holdings,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TMO,0000097745,STAGE3B2_CANDIDATE_CIK,TMO,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Thermo Fisher Scientific Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,thermo fisher scientific inc,thermo fisher scientific,thermo fisher scientific,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TMUS,0001283699,STAGE3B2_CANDIDATE_CIK,TMUS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,T-Mobile US Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,t mobile us inc,t mobile us,t mobile us,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TPL,0001811074,STAGE3B2_CANDIDATE_CIK,TPL,LOW,0,2024-11-26,2026-01-01,2024-11-26,2026-01-01,Texas Pacific Land Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,texas pacific land corp,texas pacific land,texas pacific land,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TPR,0001116132,STAGE3B2_CANDIDATE_CIK,TPR,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Tapestry Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,tapestry inc,tapestry,tapestry inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
TRGP,0001389170,STAGE3B2_CANDIDATE_CIK,TRGP,MEDIUM,0,2022-10-12,2026-01-01,2022-10-12,2026-01-01,Targa Resources Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,targa resources corp,targa resources,targa resources,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
