analysis_month_number,gics_sector,previous_winner_count,current_winner_count,overlap_count,entrant_count,exit_count,current_winner_retention,previous_winner_survival,jaccard_similarity
35,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
35,Energy,4,4,3,1,1,0.75,0.75,0.6
35,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
35,Health Care,12,12,7,5,5,0.5833333333333334,0.5833333333333334,0.4117647058823529
35,Industrials,15,15,10,5,5,0.6666666666666666,0.6666666666666666,0.5
35,Information Technology,12,12,8,4,4,0.6666666666666666,0.6666666666666666,0.5
35,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
35,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
35,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
36,Communication Services,4,4,4,0,0,1.0,1.0,1.0
36,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
36,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
36,Energy,4,4,2,2,2,0.5,0.5,0.3333333333333333
36,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
36,Health Care,12,12,9,3,3,0.75,0.75,0.6
36,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
36,Information Technology,12,12,9,3,3,0.75,0.75,0.6
36,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
36,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
36,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
37,Communication Services,4,4,3,1,1,0.75,0.75,0.6
37,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
37,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
37,Energy,4,4,4,0,0,1.0,1.0,1.0
37,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
37,Health Care,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.8461538461538461
37,Industrials,15,15,10,5,5,0.6666666666666666,0.6666666666666666,0.5
37,Information Technology,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
37,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
37,Real Estate,6,6,3,3,3,0.5,0.5,0.3333333333333333
37,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
38,Communication Services,4,4,3,1,1,0.75,0.75,0.6
38,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
38,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
38,Energy,4,4,2,2,2,0.5,0.5,0.3333333333333333
38,Financials,14,14,10,4,4,0.7142857142857143,0.7142857142857143,0.5555555555555556
38,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
38,Industrials,15,15,13,2,2,0.8666666666666667,0.8666666666666667,0.7647058823529411
38,Information Technology,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.8461538461538461
38,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
38,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
38,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
39,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
39,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
39,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
39,Energy,4,4,2,2,2,0.5,0.5,0.3333333333333333
39,Financials,14,14,6,8,8,0.42857142857142855,0.42857142857142855,0.2727272727272727
39,Health Care,12,12,9,3,3,0.75,0.75,0.6
39,Industrials,15,15,9,6,6,0.6,0.6,0.42857142857142855
39,Information Technology,12,13,8,5,4,0.6153846153846154,0.6666666666666666,0.47058823529411764
39,Materials,5,5,5,0,0,1.0,1.0,1.0
39,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
39,Utilities,6,6,3,3,3,0.5,0.5,0.3333333333333333
40,Communication Services,4,4,3,1,1,0.75,0.75,0.6
40,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
40,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
40,Energy,4,4,3,1,1,0.75,0.75,0.6
40,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
40,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
40,Industrials,15,15,14,1,1,0.9333333333333333,0.9333333333333333,0.875
40,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
40,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
40,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
40,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
41,Communication Services,4,4,3,1,1,0.75,0.75,0.6
41,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
41,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
41,Energy,4,4,3,1,1,0.75,0.75,0.6
41,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
41,Health Care,12,12,9,3,3,0.75,0.75,0.6
41,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
41,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
41,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
41,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
41,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
42,Communication Services,4,4,3,1,1,0.75,0.75,0.6
42,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
42,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
42,Energy,4,4,4,0,0,1.0,1.0,1.0
42,Financials,14,14,7,7,7,0.5,0.5,0.3333333333333333
42,Health Care,12,12,7,5,5,0.5833333333333334,0.5833333333333334,0.4117647058823529
42,Industrials,15,15,13,2,2,0.8666666666666667,0.8666666666666667,0.7647058823529411
42,Information Technology,13,13,10,3,3,0.7692307692307693,0.7692307692307693,0.625
42,Materials,5,5,2,3,3,0.4,0.4,0.25
42,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
42,Utilities,6,6,6,0,0,1.0,1.0,1.0
43,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
43,Consumer Discretionary,10,10,9,1,1,0.9,0.9,0.8181818181818182
43,Consumer Staples,7,7,4,3,3,0.5714285714285714,0.5714285714285714,0.4
43,Energy,4,4,4,0,0,1.0,1.0,1.0
43,Financials,14,14,8,6,6,0.5714285714285714,0.5714285714285714,0.4
43,Health Care,12,12,7,5,5,0.5833333333333334,0.5833333333333334,0.4117647058823529
43,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
43,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
43,Materials,5,5,2,3,3,0.4,0.4,0.25
43,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
43,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
44,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
44,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
44,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
44,Energy,4,4,2,2,2,0.5,0.5,0.3333333333333333
44,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
44,Health Care,12,12,9,3,3,0.75,0.75,0.6
44,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
44,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
44,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
44,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
44,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
45,Communication Services,4,4,3,1,1,0.75,0.75,0.6
45,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
45,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
45,Energy,4,4,3,1,1,0.75,0.75,0.6
45,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
45,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
45,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
45,Information Technology,13,13,8,5,5,0.6153846153846154,0.6153846153846154,0.4444444444444444
45,Materials,5,5,2,3,3,0.4,0.4,0.25
45,Real Estate,6,6,6,0,0,1.0,1.0,1.0
45,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
46,Communication Services,4,4,3,1,1,0.75,0.75,0.6
46,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
46,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
46,Energy,4,4,4,0,0,1.0,1.0,1.0
46,Financials,14,14,10,4,4,0.7142857142857143,0.7142857142857143,0.5555555555555556
46,Health Care,12,12,8,4,4,0.6666666666666666,0.6666666666666666,0.5
46,Industrials,15,15,11,4,4,0.7333333333333333,0.7333333333333333,0.5789473684210527
46,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
46,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
46,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
46,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
47,Communication Services,4,4,4,0,0,1.0,1.0,1.0
47,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
47,Consumer Staples,7,7,4,3,3,0.5714285714285714,0.5714285714285714,0.4
47,Energy,4,4,3,1,1,0.75,0.75,0.6
47,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
47,Health Care,12,12,9,3,3,0.75,0.75,0.6
47,Industrials,15,15,9,6,6,0.6,0.6,0.42857142857142855
47,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
47,Materials,5,5,2,3,3,0.4,0.4,0.25
47,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
47,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
48,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
48,Consumer Discretionary,10,10,6,4,4,0.6,0.6,0.42857142857142855
48,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
48,Energy,4,4,3,1,1,0.75,0.75,0.6
48,Financials,14,14,8,6,6,0.5714285714285714,0.5714285714285714,0.4
48,Health Care,12,12,6,6,6,0.5,0.5,0.3333333333333333
48,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
48,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
48,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
48,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
48,Utilities,6,6,6,0,0,1.0,1.0,1.0
49,Communication Services,4,4,4,0,0,1.0,1.0,1.0
49,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
49,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
49,Energy,4,4,3,1,1,0.75,0.75,0.6
49,Financials,14,14,10,4,4,0.7142857142857143,0.7142857142857143,0.5555555555555556
49,Health Care,12,12,7,5,5,0.5833333333333334,0.5833333333333334,0.4117647058823529
49,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
49,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
49,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
49,Real Estate,6,6,6,0,0,1.0,1.0,1.0
49,Utilities,6,6,6,0,0,1.0,1.0,1.0
50,Communication Services,4,4,3,1,1,0.75,0.75,0.6
50,Consumer Discretionary,10,10,9,1,1,0.9,0.9,0.8181818181818182
50,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
50,Energy,4,4,4,0,0,1.0,1.0,1.0
50,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
50,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
50,Industrials,15,15,11,4,4,0.7333333333333333,0.7333333333333333,0.5789473684210527
50,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
50,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
50,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
50,Utilities,6,6,6,0,0,1.0,1.0,1.0
51,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
51,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
51,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
51,Energy,4,4,4,0,0,1.0,1.0,1.0
51,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
51,Health Care,12,12,7,5,5,0.5833333333333334,0.5833333333333334,0.4117647058823529
51,Industrials,15,15,11,4,4,0.7333333333333333,0.7333333333333333,0.5789473684210527
51,Information Technology,13,13,10,3,3,0.7692307692307693,0.7692307692307693,0.625
51,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
51,Real Estate,6,6,3,3,3,0.5,0.5,0.3333333333333333
51,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
52,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
52,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
52,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
52,Energy,4,4,4,0,0,1.0,1.0,1.0
52,Financials,14,14,6,8,8,0.42857142857142855,0.42857142857142855,0.2727272727272727
52,Health Care,12,12,9,3,3,0.75,0.75,0.6
52,Industrials,15,15,10,5,5,0.6666666666666666,0.6666666666666666,0.5
52,Information Technology,13,13,8,5,5,0.6153846153846154,0.6153846153846154,0.4444444444444444
52,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
52,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
52,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
53,Communication Services,4,4,3,1,1,0.75,0.75,0.6
53,Consumer Discretionary,10,10,8,2,2,0.8,0.8,0.6666666666666666
53,Consumer Staples,7,7,7,0,0,1.0,1.0,1.0
53,Energy,4,4,4,0,0,1.0,1.0,1.0
53,Financials,14,14,9,5,5,0.6428571428571429,0.6428571428571429,0.47368421052631576
53,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
53,Industrials,15,15,9,6,6,0.6,0.6,0.42857142857142855
53,Information Technology,13,13,8,5,5,0.6153846153846154,0.6153846153846154,0.4444444444444444
53,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
53,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
53,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
54,Communication Services,4,4,3,1,1,0.75,0.75,0.6
54,Consumer Discretionary,10,10,9,1,1,0.9,0.9,0.8181818181818182
54,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
54,Energy,4,4,3,1,1,0.75,0.75,0.6
54,Financials,14,14,11,3,3,0.7857142857142857,0.7857142857142857,0.6470588235294118
54,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
54,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
54,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
54,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
54,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
54,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
55,Communication Services,4,4,1,3,3,0.25,0.25,0.14285714285714285
55,Consumer Discretionary,10,10,9,1,1,0.9,0.9,0.8181818181818182
55,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
55,Energy,4,4,3,1,1,0.75,0.75,0.6
55,Financials,14,14,8,6,6,0.5714285714285714,0.5714285714285714,0.4
55,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
55,Industrials,15,15,11,4,4,0.7333333333333333,0.7333333333333333,0.5789473684210527
55,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
55,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
55,Real Estate,6,6,3,3,3,0.5,0.5,0.3333333333333333
55,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
56,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
56,Consumer Discretionary,10,10,7,3,3,0.7,0.7,0.5384615384615384
56,Consumer Staples,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.5555555555555556
56,Energy,4,4,4,0,0,1.0,1.0,1.0
56,Financials,14,15,11,4,3,0.7333333333333333,0.7857142857142857,0.6111111111111112
56,Health Care,12,12,9,3,3,0.75,0.75,0.6
56,Industrials,15,15,10,5,5,0.6666666666666666,0.6666666666666666,0.5
56,Information Technology,13,13,10,3,3,0.7692307692307693,0.7692307692307693,0.625
56,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
56,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
56,Utilities,6,6,6,0,0,1.0,1.0,1.0
57,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
57,Consumer Discretionary,10,10,6,4,4,0.6,0.6,0.42857142857142855
57,Consumer Staples,7,7,7,0,0,1.0,1.0,1.0
57,Energy,4,4,3,1,1,0.75,0.75,0.6
57,Financials,15,15,12,3,3,0.8,0.8,0.6666666666666666
57,Health Care,12,12,10,2,2,0.8333333333333334,0.8333333333333334,0.7142857142857143
57,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
57,Information Technology,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.7333333333333333
57,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
57,Real Estate,6,6,6,0,0,1.0,1.0,1.0
57,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
58,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
58,Consumer Discretionary,10,9,5,4,5,0.5555555555555556,0.5,0.35714285714285715
58,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
58,Energy,4,4,2,2,2,0.5,0.5,0.3333333333333333
58,Financials,15,15,12,3,3,0.8,0.8,0.6666666666666666
58,Health Care,12,12,9,3,3,0.75,0.75,0.6
58,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
58,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
58,Materials,5,5,4,1,1,0.8,0.8,0.6666666666666666
58,Real Estate,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
58,Utilities,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
59,Communication Services,4,4,2,2,2,0.5,0.5,0.3333333333333333
59,Consumer Discretionary,9,9,7,2,2,0.7777777777777778,0.7777777777777778,0.6363636363636364
59,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
59,Energy,4,4,4,0,0,1.0,1.0,1.0
59,Financials,15,15,12,3,3,0.8,0.8,0.6666666666666666
59,Health Care,12,12,9,3,3,0.75,0.75,0.6
59,Industrials,15,15,12,3,3,0.8,0.8,0.6666666666666666
59,Information Technology,13,13,9,4,4,0.6923076923076923,0.6923076923076923,0.5294117647058824
59,Materials,5,5,3,2,2,0.6,0.6,0.42857142857142855
59,Real Estate,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.5
59,Utilities,6,6,3,3,3,0.5,0.5,0.3333333333333333
60,Communication Services,4,4,4,0,0,1.0,1.0,1.0
60,Consumer Discretionary,9,9,5,4,4,0.5555555555555556,0.5555555555555556,0.38461538461538464
60,Consumer Staples,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.75
60,Energy,4,4,3,1,1,0.75,0.75,0.6
60,Financials,15,15,9,6,6,0.6,0.6,0.42857142857142855
60,Health Care,12,12,9,3,3,0.75,0.75,0.6
60,Industrials,15,16,13,3,2,0.8125,0.8666666666666667,0.7222222222222222
60,Information Technology,13,13,12,1,1,0.9230769230769231,0.9230769230769231,0.8571428571428571
60,Materials,5,5,2,3,3,0.4,0.4,0.25
60,Real Estate,6,6,6,0,0,1.0,1.0,1.0
60,Utilities,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.7142857142857143
